,Unnamed: 0,Datetime,TweetId,Text,EncodedText,Username,Tweet,Language,Drug,IsValid,CleanText,AbsText,WordCount,AbsCount
45833,45833,2021-10-26 15:56:12+00:00,1453027690773024773,"@PeoplesOracle @uche_blackstock I live with MS and have not taken Ocrevus this year that further suppresses my immune system. I also had pneumonia twice in 2016. I'm back working face to face with college students (we're all masked &amp; vaxxed), and don't want to make myself even more vulnerable. This bugs me too.","b""@PeoplesOracle @uche_blackstock I live with MS and have not taken Ocrevus this year that further suppresses my immune system. I also had pneumonia twice in 2016. I'm back working face to face with college students (we're all masked &amp; vaxxed), and don't want to make myself even more vulnerable. This bugs me too.""",LauraDurnell,https://twitter.com/LauraDurnell/status/1453027690773024773,en,ocrevus,,I live with MS and have not taken Ocrevus this year that further suppresses my immune system I also had pneumonia twice in  Im back working face to face with college students were all masked  vaxxed and dont want to make myself even more vulnerable This bugs me too,I live with MS and have not taken Ocrevus this year that further suppresses my immune system I also had pneumonia twice in  Im back working face to face with college students were all masked  vaxxed and dont want to make myself even more vulnerable This bugs me too,49,49
43045,43045,2022-04-18 18:31:41+00:00,1516122308271824897,@Sports_bios @Craigster771 i agree that the optics look bad whenever you see a lot of patients from eastern europe or china. have seen this pattern so many times in past regulatory or clinical trial setbacks. have no opinion here. also roche working on subQ ocrevus with halozyme.,b'@Sports_bios @Craigster771 i agree that the optics look bad whenever you see a lot of patients from eastern europe or china. have seen this pattern so many times in past regulatory or clinical trial setbacks. have no opinion here. also roche working on subQ ocrevus with halozyme.',Spreckels_Organ,https://twitter.com/Spreckels_Organ/status/1516122308271824897,en,ocrevus,,i agree that the optics look bad whenever you see a lot of patients from eastern europe or china have seen this pattern so many times in past regulatory or clinical trial setbacks have no opinion here also roche working on subQ ocrevus with halozyme,i agree that the optics look bad whenever you see a lot of patients from eastern europe or china have seen this pattern so many times in past regulatory or clinical trial setbacks have no opinion here also roche working on subQ ocrevus with halozyme,45,45
48071,48071,2021-06-17 23:06:51+00:00,1405663260242714626,@tink_luvs_sleep @Diane35876743 @lancelotspram @Am_Just_Sarah @Duck2Lightning @topsyjkv @KateOCo99296317 @AmyH_88 @SecondGeorge @SamsaraGX66 @russellsmivs @_melsroom @stellameredith @danieljsheeler @LadyVampire57 For Disease modifying therapies? Have you asked about Ocrevus?,b'@tink_luvs_sleep @Diane35876743 @lancelotspram @Am_Just_Sarah @Duck2Lightning @topsyjkv @KateOCo99296317 @AmyH_88 @SecondGeorge @SamsaraGX66 @russellsmivs @_melsroom @stellameredith @danieljsheeler @LadyVampire57 For Disease modifying therapies? Have you asked about Ocrevus?',alluringalliem,https://twitter.com/alluringalliem/status/1405663260242714626,en,ocrevus,,For Disease modifying therapies Have you asked about Ocrevus,For Disease modifying therapies Have you asked about Ocrevus,9,9
19305,19305,2020-06-24 18:14:47+00:00,1275854900203667456,@KatieCollettTV @mssociety @NMSSVAWV The monthly cost for Gilenya is over $9k. Insurance pays almost all of it. Can’t imagine how I could afford it if I didn’t have insurance,b'@KatieCollettTV @mssociety @NMSSVAWV The monthly cost for Gilenya is over $9k. Insurance pays almost all of it. Can\xe2\x80\x99t imagine how I could afford it if I didn\xe2\x80\x99t have insurance',yogomel,https://twitter.com/yogomel/status/1275854900203667456,en,gilenya,,The monthly cost for Gilenya is over 9k Insurance pays almost all of it Cant imagine how I could afford it if I didnt have insurance,The monthly cost for Gilenya is over 9k Insurance pays almost all of it Cant imagine how I could afford it if I didnt have insurance,26,26
43755,43755,2022-03-15 13:51:26+00:00,1503730594953547790,"Happy Tuesday!  So, hit the outside streets for my first jog since my latest a Ocrevus infusion. 2 miles felts like 30 (although I’ve never run 30 miles or 10 for that matter). Frustrating how quickly ability fades if you aren’t doing it several times a week. Oh well! Good times! https://t.co/Uy6pArXRsk","b'Happy Tuesday!  So, hit the outside streets for my first jog since my latest a Ocrevus infusion. 2 miles felts like 30 (although I\xe2\x80\x99ve never run 30 miles or 10 for that matter). Frustrating how quickly ability fades if you aren\xe2\x80\x99t doing it several times a week. Oh well! Good times! https://t.co/Uy6pArXRsk'",1guywithms,https://twitter.com/1guywithms/status/1503730594953547790,en,ocrevus,,Happy Tuesday So hit the outside streets for my first jog since my latest a Ocrevus infusion miles felts like although Ive never run miles or for that matter Frustrating how quickly ability fades if you arent doing it several times a week Oh well Good times,Happy Tuesday So hit the outside streets for my first jog since my latest a Ocrevus infusion miles felts like although Ive never run miles or for that matter Frustrating how quickly ability fades if you arent doing it several times a week Oh well Good times,47,47
9524,9524,2018-04-02 12:03:46+00:00,980777810427080711,"The efficacy of teriflunomide in patients who received prior disease-modifying treatments: Su...

https://t.co/1yQaDhNJ49 https://t.co/eGgi0Piaqa",b'The efficacy of teriflunomide in patients who received prior disease-modifying treatments: Su...\n\nhttps://t.co/1yQaDhNJ49 https://t.co/eGgi0Piaqa',ingentium_ms,https://twitter.com/ingentium_ms/status/980777810427080711,en,teriflunomide,,The efficacy of teriflunomide in patients who received prior diseasemodifying treatments Su,The efficacy of teriflunomide in patients who received prior diseasemodifying treatments Su,12,12
20923,20923,2019-05-03 13:16:15+00:00,1124301646954147841,"@luansills had UPS lose mine one and then delivered it to the wrong house once. Getting a replacement is a night mare. On the wrong house, the folks brought it to me two weeks later. Gilenya in the heat for two weeks is a no go. It's a night mare getting meds, when UPS hears the $, go nuts.","b""@luansills had UPS lose mine one and then delivered it to the wrong house once. Getting a replacement is a night mare. On the wrong house, the folks brought it to me two weeks later. Gilenya in the heat for two weeks is a no go. It's a night mare getting meds, when UPS hears the $, go nuts.""",hcanes100,https://twitter.com/hcanes100/status/1124301646954147841,en,gilenya,,had UPS lose mine one and then delivered it to the wrong house once Getting a replacement is a night mare On the wrong house the folks brought it to me two weeks later Gilenya in the heat for two weeks is a no go Its a night mare getting meds when UPS hears the  go nuts,had UPS lose mine one and then delivered it to the wrong house once Getting a replacement is a night mare On the wrong house the folks brought it to me two weeks later Gilenya in the heat for two weeks is a no go Its a night mare getting meds when UPS hears the  go nuts,57,57
5135,5135,2018-07-31 09:09:18+00:00,1024220446022164480,"Merck KGaA's Mavenclad had it's development stopped seven years ago due to safety concerns. These issues have since been addressed, but will physicians still be cautious in prescribing it? #MultipleSclerosis #Mavenclad 

https://t.co/dp2WVH4OvT","b""Merck KGaA's Mavenclad had it's development stopped seven years ago due to safety concerns. These issues have since been addressed, but will physicians still be cautious in prescribing it? #MultipleSclerosis #Mavenclad \n\nhttps://t.co/dp2WVH4OvT""",RMaladwala,https://twitter.com/RMaladwala/status/1024220446022164480,en,mavenclad,,Merck KGaAs Mavenclad had its development stopped seven years ago due to safety concerns These issues have since been addressed but will physicians still be cautious in prescribing it MultipleSclerosis Mavenclad,Merck KGaAs Mavenclad had its development stopped seven years ago due to safety concerns These issues have since been addressed but will physicians still be cautious in prescribing it,31,29
35620,35620,2020-01-29 11:30:50+00:00,1222482226732060672,Not sure if Monday's severe headache was caused by my #tysabri infusion or from the green tea I drank over the weekend and then abruptly stopped drinking. Or just from being over 30. That's always an option too.,"b""Not sure if Monday's severe headache was caused by my #tysabri infusion or from the green tea I drank over the weekend and then abruptly stopped drinking. Or just from being over 30. That's always an option too.""",NickWithMS,https://twitter.com/NickWithMS/status/1222482226732060672,en,tysabri,,Not sure if Mondays severe headache was caused by my tysabri infusion or from the green tea I drank over the weekend and then abruptly stopped drinking Or just from being over  Thats always an option too,Not sure if Mondays severe headache was caused by my infusion or from the green tea I drank over the weekend and then abruptly stopped drinking Or just from being over  Thats always an option too,37,36
10037,10037,2021-12-07 20:20:42+00:00,1468314546293063695,@MKMaybe @jambonnie @Girish_cbe @callumjodwyer Never tried it. I was put on Tecfidera and since I've had no active lesions or any significant exacerbations.  Thankfully I've had constant care thought VA.,"b""@MKMaybe @jambonnie @Girish_cbe @callumjodwyer Never tried it. I was put on Tecfidera and since I've had no active lesions or any significant exacerbations.  Thankfully I've had constant care thought VA.""",hrwbes7402,https://twitter.com/hrwbes7402/status/1468314546293063695,en,tecfidera,,Never tried it I was put on Tecfidera and since Ive had no active lesions or any significant exacerbations Thankfully Ive had constant care thought VA,Never tried it I was put on Tecfidera and since Ive had no active lesions or any significant exacerbations Thankfully Ive had constant care thought VA,26,26
54191,54191,2020-03-03 20:34:16+00:00,1234940173126971394,@AaronBosterMD @MSViewsandNews @shiftms @MustStopMS @ragub6 I missed what you said about Ocrevus. Will listen to it again. Many thanks for creating this video.,b'@AaronBosterMD @MSViewsandNews @shiftms @MustStopMS @ragub6 I missed what you said about Ocrevus. Will listen to it again. Many thanks for creating this video.',CathyChes,https://twitter.com/CathyChes/status/1234940173126971394,en,ocrevus,,I missed what you said about Ocrevus Will listen to it again Many thanks for creating this video,I missed what you said about Ocrevus Will listen to it again Many thanks for creating this video,18,18
3209,3209,2021-06-25 11:28:04+00:00,1408386505383481344,"@TheNamesAja I worked on the campaign for a drug called Rebif. According to what we did, it helped shrink the lesions. Maybe ask your doctor about that or Mavenclad. That’s my only decent contribution. 🤷🏽‍♀️","b'@TheNamesAja I worked on the campaign for a drug called Rebif. According to what we did, it helped shrink the lesions. Maybe ask your doctor about that or Mavenclad. That\xe2\x80\x99s my only decent contribution. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",kasselpjc,https://twitter.com/kasselpjc/status/1408386505383481344,en,mavenclad,,I worked on the campaign for a drug called Rebif According to what we did it helped shrink the lesions Maybe ask your doctor about that or Mavenclad Thats my only decent contribution,I worked on the campaign for a drug called Rebif According to what we did it helped shrink the lesions Maybe ask your doctor about that or Mavenclad Thats my only decent contribution,33,33
19788,19788,2020-02-15 23:56:58+00:00,1228830592449433601,"@Brandon_Beaber @henno297 This is the first I’m hearing of this... as a Gilenya taker, how concerned should I be?  Like, see a dermatologist tomorrow worried?","b'@Brandon_Beaber @henno297 This is the first I\xe2\x80\x99m hearing of this... as a Gilenya taker, how concerned should I be?  Like, see a dermatologist tomorrow worried?'",BarbraKonrad,https://twitter.com/BarbraKonrad/status/1228830592449433601,en,gilenya,,This is the first Im hearing of this as a Gilenya taker how concerned should I be Like see a dermatologist tomorrow worried,This is the first Im hearing of this as a Gilenya taker how concerned should I be Like see a dermatologist tomorrow worried,23,23
